x,y,region,boundary_flag
0.2761215186928137,0.9647325835800212,1.0,1.0
0.2736941656842691,0.9640852894444092,1.0,1.0
0.2738559892181721,0.9582596422239024,1.0,1.0
0.2722377538791424,0.9555086421475518,1.0,1.0
0.268515812599374,0.95486134801194,1.0,1.0
0.2647938713196056,0.9550231715458428,1.0,1.0
0.2596155182347106,0.9532431126729102,1.0,1.0
0.257026341692263,0.9517867008677836,1.0,1.0
0.2544371651498155,0.949197524325336,1.0,1.0
0.2542753416159125,0.9474174654524032,1.0,1.0
0.251847988607368,0.9475792889863064,1.0,1.0
0.2490969885310175,0.9480647595880152,1.0,1.0
0.2468860850344544,0.9486524936729545,1.0,1.0
0.2450880457688658,0.9469263759779892,1.0,1.0
0.2434338496445244,0.9453441014242716,1.0,1.0
0.2396220064014766,0.9468544544073662,1.0,1.0
0.2374643592827703,0.9477894348254718,1.0,1.0
0.2342278886047109,0.9452002582830245,1.0,1.0
0.233580594469099,0.9417480228930944,1.0,1.0
0.2332209866159813,0.9383677090737876,1.0,1.0
0.2322860061978753,0.9372888855144348,1.0,1.0
0.2331490650453578,0.9350593168251048,1.0,1.0
0.2342998101753345,0.932973591277022,1.0,1.0
0.2350909474521934,0.9312474735820572,1.0,1.0
0.2358101631584288,0.9287302186102332,1.0,1.0
0.2366013004352878,0.9262129636384092,1.0,1.0
0.2357382415878053,0.9239114733784556,1.0,1.0
0.2347313395990757,0.9213942184066316,1.0,1.0
0.2338682807515931,0.9192365712879254,1.0,1.0
0.2340121238928403,0.9164316300336072,1.0,1.0
0.2347313395990757,0.915856257468619,1.0,1.0
0.2335086728984755,0.91506512019176,1.0,1.0
0.2321421630566282,0.913482845638042,1.0,1.0
0.2314229473503927,0.91283555150243,1.0,1.0
0.2313510257797692,0.9108217475249708,1.0,1.0
0.2321421630566282,0.9088798651181352,1.0,1.0
0.2321421630566282,0.9067941395700524,1.0,1.0
0.233580594469099,0.9049241787338403,1.0,1.0
0.2355224768759347,0.9030542178976284,1.0,1.0
0.2363855357234172,0.901543864914534,1.0,1.0
0.2366732220059113,0.8985950805189686,1.0,1.0
0.2378239671358881,0.8979477863833567,1.0,1.0
0.2394781632602295,0.8985950805189686,1.0,1.0
0.241276202525818,0.8993142962252041,1.0,1.0
0.2423550260851712,0.9006088844964278,1.0,1.0
